instance_name,flatness
plastic_box_3_3,0.2397365196078431
plastic_box_7_8,0.5266666666666666
tray_1_7,0.9699216564073867
plate_4_8,0
ball_1_7,0
metal_box_4_8,0.7285501119124596
metal_box_9_4,0.6815910837817064
to_go_cup_1_7,0
book_7_9,0.9967756794104099
plate_7_2,0
sponge_2_7,0.8259762308998302
sponge_2_9,0.8658843252305113
tray_2_6,0.9559435862995299
book_8_8,0.9590581247348324
ball_6_4,0
plastic_box_8_3,0.611214953271028
cup_8_7,0
bowl_8_5,0
metal_box_1_8,0.5002788622420524
bowl_9_4,0
ball_2_10,0
sponge_10_6,0
paper_box_7_10,0.9180368098159509
metal_box_6_5,0.8143261074458058
paper_box_8_4,0.6051546391752577
paper_box_3_4,0.8755129958960328
plastic_box_6_3,0.7072289156626506
bowl_2_2,0
cup_7_7,0
metal_box_6_4,0.8132075471698114
cup_2_7,0
book_3_8,0.8795811518324608
plastic_box_5_2,0.914501257334451
paper_box_7_6,0.9211372064276885
to_go_cup_5_4,0
sponge_7_1,0.6200836820083682
cup_5_1,0
ball_1_3,0
ball_8_1,0
sponge_1_10,0.8153701968134958
plastic_box_5_1,0.9280936454849499
to_go_cup_4_7,0
bowl_6_9,0
cup_6_2,0
plate_7_5,0
book_8_10,0.9566407072195328
plastic_box_10_10,0.715008431703204
cup_7_10,0
book_4_7,0.9641017873371706
plastic_box_4_5,0.4052478134110787
paper_box_2_5,0.1814744801512287
to_go_cup_7_1,0
plastic_box_5_8,0.9291014014839242
paper_box_9_4,0.1654790182106096
to_go_cup_5_9,0
plastic_box_5_4,0.9363484087102177
book_1_7,0.8519240136385777
ball_6_1,0
cup_1_10,0
plate_2_9,0.816453240201785
tray_10_2,0.9155545989381547
plate_5_7,0
ball_1_9,0
plate_8_7,0.5495025281357038
cup_7_2,0
metal_box_6_8,0.8167217760982523
plastic_box_8_2,0.6289868667917449
plate_2_3,0
plate_3_9,0
plate_1_8,0
plate_10_10,0
plate_9_5,0
ball_9_5,0
to_go_cup_3_1,0
paper_box_9_5,0.1647582697201018
plastic_box_10_1,0.7183673469387755
book_2_7,0.861796643632774
tray_1_4,0.9687983134223471
ball_10_2,0
plate_3_4,0
ball_7_2,0
sponge_6_1,0.6593406593406593
tray_3_4,0.9516645637193051
book_10_1,0.8089690041767421
plate_8_9,0.5397323641169668
sponge_6_7,0.6664345403899722
to_go_cup_8_2,0
bowl_10_1,0
tray_1_8,0.9725003525595826
tray_4_7,0.9715405238193442
metal_box_9_3,0.6763854025873721
plastic_box_4_4,0.379615952732644
tray_6_7,0.9844472881189094
plastic_box_5_6,0.8878048780487805
bowl_4_2,0
bowl_5_6,0
paper_box_9_1,0.1627687961073615
metal_box_2_10,0.5585161964472309
bowl_3_10,0
book_4_6,0.958452938510349
bowl_9_9,0
sponge_1_9,0.82
plastic_box_7_9,0.5214609437483337
ball_5_2,0
book_6_10,0
sponge_3_3,0.7771872444807849
paper_box_8_1,0.6050737058621872
cup_2_9,0
plastic_box_3_10,0.2380806377433696
sponge_2_8,0.823185988323603
sponge_5_2,0.7885615251299827
sponge_10_4,0.9466929911154985
to_go_cup_5_5,0
ball_2_3,0
plate_7_7,0
book_3_10,0.880835781913157
plate_6_2,0
to_go_cup_4_4,0
paper_box_10_1,0.6809734513274336
book_10_3,0.8062117235345582
to_go_cup_7_6,0
paper_box_1_3,0.8723404255319149
bowl_3_4,0
metal_box_9_10,0.6786534047436878
sponge_1_3,0.8107317073170732
cup_3_10,0
to_go_cup_7_8,0
to_go_cup_3_6,0
metal_box_3_7,0.7243006403774856
paper_box_2_6,0.1804962857594437
paper_box_9_10,0.160530889556012
to_go_cup_1_2,0
plastic_box_4_3,0.3937592867756315
to_go_cup_1_8,0
to_go_cup_3_2,0
book_4_9,0.9551718915644404
to_go_cup_8_1,0
ball_7_1,0
bowl_1_1,0
cup_8_10,0
paper_box_9_6,0.1658513492188733
cup_1_9,0
ball_5_4,0
sponge_6_6,0.6546961325966851
bowl_4_4,0
plastic_box_4_10,0.3736182756079587
sponge_5_3,0.7909556313993175
book_9_10,0.9478489631692975
sponge_6_9,0.6176266481609993
bowl_4_3,0
plate_7_6,0
plastic_box_2_7,0.7367986798679867
sponge_8_3,0.7346049046321526
paper_box_7_3,0.9047970479704797
ball_4_10,0
paper_box_2_10,0.1872460143794936
to_go_cup_2_5,0
tray_10_3,0.9177228786251342
tray_6_1,0.9871366849960723
tray_2_9,0.9444296375266524
ball_3_6,0
plastic_box_7_2,0.5282172995780591
bowl_6_1,0
to_go_cup_8_5,0
bowl_8_10,0
plastic_box_7_5,0.5203535083020889
paper_box_8_6,0.6051107325383305
metal_box_8_9,0.6610169491525424
sponge_3_8,0.7861609003751563
book_1_4,0.8587009209888512
book_2_9,0.8634117414508796
to_go_cup_2_10,0
bowl_6_5,0
plate_9_6,0
to_go_cup_9_10,0
to_go_cup_3_3,0
plate_10_7,0
plastic_box_1_3,0.614192298377331
sponge_4_10,0.7450020399836801
metal_box_7_5,0.3664383561643836
bowl_9_7,0
paper_box_4_6,0.8590524534686971
ball_7_4,0
to_go_cup_10_8,0
ball_6_7,0
cup_4_8,0
metal_box_1_4,0.5178268251273345
ball_7_8,0
ball_7_7,0
plate_5_6,0
tray_2_3,0.9471282877079978
metal_box_7_1,0.370940170940171
tray_9_3,0.9271201413427562
tray_10_6,0.9165949512335054
plate_10_9,0
to_go_cup_2_8,0
to_go_cup_4_2,0
ball_9_4,0
plate_7_1,0
paper_box_1_10,0.8802816901408451
bowl_1_2,0
ball_8_9,0
